node_id,career_id,skill_group,name,node_level,stage,axis,node_kind,is_optional,is_checkpoint,selection,choose_count,weight,completion_policy,required_proficiency,evidence_keywords,parent_id,previous_id,description,link1,link2,link3
frontend-react-native,frontend,,React Native,,JOB_READY,BRANCH,ALTERNATIVE,,,ALL,,1,EVIDENCE_ALLOWED,65,react native,frontend-cross-platform-apps,,"React Native enables building native mobile apps for iOS and Android using JavaScript and React. Compiles to native components for authentic look and performance. Features code sharing, hot reloading, and device API access. Ideal for React developers transitioning to mobile development.",https://roadmap.sh/react-native,https://reactnative.dev/,
frontend-flutter,frontend,,Flutter,,JOB_READY,BRANCH,ALTERNATIVE,,,ALL,,1,EVIDENCE_ALLOWED,65,flutter,frontend-cross-platform-apps,,"Flutter is Google's cross-platform framework building apps for iOS, Android, web, desktop from single Dart codebase. Features rich widget library, hot reload, and custom rendering engine for consistent UI. Popular for mobile development, expanding to web and desktop platforms.",https://roadmap.sh/flutter,https://www.youtube.com/watch?v=VPvVD8t02U8,https://flutter.dev/multi-platform/desktop
frontend-electron,frontend,,Electron,,JOB_READY,BRANCH,ALTERNATIVE,,,ALL,,1,EVIDENCE_ALLOWED,65,electron,frontend-cross-platform-apps,,"Electron builds cross-platform desktop apps using web technologies (HTML, CSS, JavaScript) with Chromium and Node.js. Provides native OS access and powers apps like VS Code. Enables rapid development but can be resource-intensive. Popular choice for web developers.",https://www.electronjs.org/,https://www.electronjs.org/docs/latest/,https://www.youtube.com/watch?v=ML743nrkMHw
frontend-tauri,frontend,,Tauri,,JOB_READY,BRANCH,ALTERNATIVE,,,ALL,,1,EVIDENCE_ALLOWED,65,tauri,frontend-cross-platform-apps,,"Tauri builds small, secure desktop apps using web technologies with Rust backend. Uses system webview instead of bundled browser, resulting in smaller apps. Features strong security and JavaScript framework compatibility. Focuses on performance and minimal resource usage compared to Electron.",https://tauri.app/,https://tauri.app/v1/guides/,https://thenewstack.io/how-tauri-turns-web-designs-into-compact-native-apps/
backend-internet,backend,Web & Networking Fundamentals,Internet,1,FOUNDATION,MAIN,CORE,,,ALL,,3,EVIDENCE_ALLOWED,65,"web,networking,fundamentals,internet",,,"The Internet is a global network of interconnected computers using TCP/IP protocols. Requests travel through ISPs to DNS servers for domain-to-IP translation, then are routed across networks via routers to destination servers. Enables dynamic, decentralized global communication.",https://cs.fyi/guide/how-does-internet-work,https://www.vox.com/2014/6/16/18076282/the-internet,https://www.youtube.com/watch?v=zN8YNNHcaZc
backend-what-is-http,backend,Web & Networking Fundamentals,What is HTTP?,,FOUNDATION,BRANCH,CORE,,,ALL,,1,MANUAL_ONLY,,,backend-internet,,"HTTP (Hypertext Transfer Protocol) transmits hypertext over the web using a request-response model. Defines message formatting and server-browser communication. Stateless protocol where each request is independent. Forms the foundation of web communication, often used with HTTPS for encryption.",https://www.youtube.com/watch?v=2JYT5f2isg4,https://www.cloudflare.com/en-gb/learning/ddos/glossary/hypertext-transfer-protocol-http/,https://www.smashingmagazine.com/2021/08/http3-core-concepts-part1/
backend-domain-name,backend,Web & Networking Fundamentals,Domain Name,,FOUNDATION,BRANCH,CORE,,,ALL,,1,MANUAL_ONLY,,,backend-internet,,"Domain names are human-readable internet addresses that translate to IP addresses for computer identification. Consists of a second-level domain (""example"") and a top-level domain ("".com""). Managed by registrars, providing user-friendly website navigation instead of numeric IP addresses.",https://developer.mozilla.org/en-US/docs/Learn/Common_questions/What_is_a_domain_name,https://www.cloudflare.com/en-gb/learning/dns/glossary/what-is-a-domain-name/,https://www.youtube.com/watch?v=Y4cRx19nhJk
backend-dns,backend,Web & Networking Fundamentals,DNS,,FOUNDATION,BRANCH,CORE,,,ALL,,1,MANUAL_ONLY,,,backend-internet,,"DNS (Domain Name System) translates human-readable domain names into IP addresses. Uses hierarchical structure with root servers, TLD servers (.com, .org), authoritative servers, and local DNS servers. Essential for internet functionality, enabling memorable names instead of IP addresses.",https://cs.fyi/guide/everything-you-need-to-know-about-dns,https://www.cloudflare.com/en-gb/learning/dns/what-is-dns/,https://howdns.works/
backend-hosting,backend,Web & Networking Fundamentals,Hosting,,FOUNDATION,BRANCH,CORE,,,ALL,,1,MANUAL_ONLY,,,backend-internet,,"Hosting provides server space and resources for storing and delivering websites over the internet. Types include shared hosting, VPS, dedicated hosting, and cloud hosting with scalable resources. Services include infrastructure, domain registration, security, and technical support for reliable website availability.",https://developer.mozilla.org/en-US/docs/Learn/Common_questions/Web_mechanics/Pages_sites_servers_and_search_engines,https://developer.mozilla.org/en-US/docs/Learn/Common_questions/Web_mechanics/What_is_a_web_server,https://www.youtube.com/watch?v=H8oAvyqQwew
backend-browsers,backend,Web & Networking Fundamentals,Browsers,,FOUNDATION,BRANCH,CORE,,,ALL,,1,MANUAL_ONLY,,,backend-internet,,"Web browsers interpret HTML, CSS, and JavaScript to render web pages. Modern browsers use rendering engines (Blink, Gecko, WebKit) and JavaScript engines, offering features like tabs, bookmarks, extensions, and security through sandboxing and HTTPS enforcement.",https://www.ramotion.com/blog/what-is-web-browser/,https://developer.mozilla.org/en-US/docs/Web/Performance/How_browsers_work,https://www.youtube.com/watch?v=5rLFYtXHo9s
backend-pick-a-language,backend,,Pick a Language,2,FOUNDATION,MAIN,CORE,,,CHOOSE_ONE,1,3,MANUAL_ONLY,,,,backend-internet,"Pick one programming language and go deep with it. The language you choose becomes the backbone of your backend work ??you don't need to learn them all. FPT's core stack is Java, but any of these is a valid path.",https://roadmap.sh/backend,,
backend-java,backend,Java,Java,,FOUNDATION,BRANCH,ALTERNATIVE,,,ALL,,1,EVIDENCE_ALLOWED,65,java,backend-pick-a-language,,"Java is Oracle's high-level, object-oriented language following ""write once, run anywhere"" via JVM. Features automatic memory management, vast standard library, and strong security. Widely used for enterprise applications, Android apps, and backend systems.",https://roadmap.sh/java,https://www.java.com/,https://www.youtube.com/watch?v=xk4_1vDrzzo
backend-python,backend,Python,Python,,FOUNDATION,BRANCH,ALTERNATIVE,,,ALL,,1,EVIDENCE_ALLOWED,65,python,backend-pick-a-language,,"Python is a high-level, interpreted language known for readability, simplicity, and versatility. Supports multiple paradigms with rich ecosystem including Django/Flask (web), Pandas/NumPy (data), TensorFlow/PyTorch (ML). Used for web development, data science, automation, and scripting.",https://roadmap.sh/python,https://www.youtube.com/watch?v=ix9cRaBkVe0,https://www.python.org/
backend-javascript-node-js,backend,JavaScript,JavaScript (Node.js),,FOUNDATION,BRANCH,ALTERNATIVE,,,ALL,,1,EVIDENCE_ALLOWED,65,"javascript,javascript (node.js),js,node,node.js,nodejs,typescript",backend-pick-a-language,,"JavaScript is a programming language primarily used to add interactivity to websites. It allows developers to create dynamic content, control multimedia, animate images, and much more, enhancing the user experience beyond static HTML and CSS. While often associated with front-end development, JavaScript can also be used on the back-end with technologies like Node.js.",https://roadmap.sh/javascript,https://www.gurukultti.org/admin/notice/javascript.pdf,https://javascript.info/
backend-go,backend,Go,Go,,FOUNDATION,BRANCH,ALTERNATIVE,,,ALL,,1,EVIDENCE_ALLOWED,65,go,backend-pick-a-language,,"Go (Golang) is Google's statically typed, compiled language combining efficiency with ease of use. Features built-in concurrency via goroutines and channels, simple syntax, fast compilation, and a comprehensive standard library. Popular for microservices, web servers, and cloud-native development.",https://roadmap.sh/golang,https://go.dev/doc/,https://gobyexample.com/
backend-c,backend,C#,C#,,FOUNDATION,BRANCH,ALTERNATIVE,,,ALL,,1,EVIDENCE_ALLOWED,65,".net,asp.net,c#,csharp,dotnet",backend-pick-a-language,,"C# is Microsoft's modern, object-oriented language combining C++ power with Visual Basic simplicity. Used for Windows apps, [ASP.NET](http://ASP.NET) web development, Unity games, and Xamarin mobile apps. Features garbage collection, type safety, and strong .NET ecosystem integration.",https://docs.microsoft.com/en-us/learn/paths/csharp-first-steps/?WT.mc_id=dotnet-35129-website,https://learn.microsoft.com/en-us/dotnet/csharp/tour-of-csharp/,https://www.youtube.com/watch?v=YrtFtdTTfv0
backend-php,backend,PHP,PHP,,FOUNDATION,BRANCH,ALTERNATIVE,,,ALL,,1,EVIDENCE_ALLOWED,65,php,backend-pick-a-language,,"PHP (Hypertext Preprocessor) is an open-source scripting language for web development embedded in HTML to create dynamic pages. Known for simplicity and database integration, particularly MySQL. Powers major platforms like WordPress, Joomla, and Drupal with server-side scripting capabilities.",https://roadmap.sh/php,https://php.net/,https://phptherightway.com/
backend-ruby,backend,Ruby,Ruby,,FOUNDATION,BRANCH,ALTERNATIVE,,,ALL,,1,EVIDENCE_ALLOWED,65,ruby,backend-pick-a-language,,"Ruby is a high-level, object-oriented language known for simplicity, productivity, and elegant syntax. Emphasizes developer happiness and supports multiple paradigms. Famous for the Ruby on Rails framework, enabling rapid web application development. Popular for web development, scripting, and prototyping.",https://roadmap.sh/ruby,https://www.ruby-lang.org/en/documentation/quickstart/,https://thenewstack.io/ruby-a-programmers-best-friend/
backend-rust,backend,Rust,Rust,,FOUNDATION,BRANCH,ALTERNATIVE,,,ALL,,1,EVIDENCE_ALLOWED,65,rust,backend-pick-a-language,,"Rust is a systems programming language focused on safety, performance, and concurrency. Provides memory safety without garbage collection through ownership model preventing null pointers and data races. Strong type system with modern features suitable for systems programming to web servers.",https://roadmap.sh/rust,https://doc.rust-lang.org/book/,https://thenewstack.io/rust-vs-go-why-theyre-better-together/
backend-version-control,backend,Git and Version Control,Version Control,3,FOUNDATION,MAIN,CORE,,,ALL,,3,EVIDENCE_ALLOWED,65,"version,control",,backend-pick-a-language,"Version Control Systems (VCS) manage and track code changes over time, enabling efficient collaboration. Record file changes, allow reverting to previous versions, and maintain modification history. Can be centralized (Subversion) or distributed (Git, Mercurial) for collaboration and code integrity.",https://roadmap.sh/git-github,https://inter-git.com/lessons/introduction,https://www.atlassian.com/git/tutorials/what-is-version-control
backend-git,backend,Git and Version Control,Git,,FOUNDATION,BRANCH,CORE,,,ALL,,1,MANUAL_ONLY,,,backend-version-control,,"Git is a distributed version control system created by Linus Torvalds in 2005. Tracks code changes, enables collaborative development, maintains complete history, and supports branching/merging. Each developer has full repository copy, allowing offline work and robust collaboration.",https://roadmap.sh/git-github,https://inter-git.com/lessons/introduction,https://thenewstack.io/tutorial-git-for-absolutely-everyone/
backend-github,backend,Git and Version Control,GitHub,,FOUNDATION,BRANCH,CORE,,,ALL,,1,MANUAL_ONLY,,,backend-version-control,,"GitHub is Microsoft's web-based Git hosting platform offering repositories, pull requests, issues, and automated workflows. Supports public/private repos, code review, project management, and social coding features. Central hub for open-source and team development collaboration.",https://roadmap.sh/git-github,https://docs.github.com,https://www.youtube.com/watch?v=w3jLJU7DT5E
backend-gitlab,backend,Git and Version Control,GitLab,,FOUNDATION,BRANCH,CORE,,,ALL,,1,MANUAL_ONLY,,,backend-version-control,,"GitLab is a comprehensive DevOps platform providing source code management, CI/CD, issue tracking, and more in one application. Features merge requests, built-in pipelines, container registry, and Kubernetes integration. Offers cloud-hosted and self-hosted options for complete development lifecycle management.",https://gitlab.com/,https://docs.gitlab.com/,https://www.youtube.com/watch?v=bnF7f1zGpo4
backend-relational-databases,backend,,Relational Databases,4,CORE,MAIN,CORE,,,ALL,,3,MANUAL_ONLY,,,,backend-version-control,"Relational databases store data in tables with rows and columns, linked by keys and queried with SQL. Learn how to model data, write queries, and reason about transactions and ORMs ??the concepts carry across every engine you might use.",https://roadmap.sh/sql,https://www.postgresql.org/,
backend-pick-a-database,backend,,Pick a Database,,CORE,BRANCH,CORE,,,CHOOSE_ONE,1,2,MANUAL_ONLY,,,backend-relational-databases,,"Choose one relational database engine to learn in depth. The SQL you learn transfers between engines, so focus on one and get comfortable running, querying, and administering it.",https://roadmap.sh/sql,,
backend-postgresql,backend,PostgreSQL,PostgreSQL,,CORE,BRANCH,ALTERNATIVE,,,ALL,,1,EVIDENCE_ALLOWED,65,postgresql,backend-pick-a-database,,"PostgreSQL is an advanced, open-source RDBMS known for robustness, extensibility, and standards compliance. Supports complex queries, custom data types, full-text search, and ACID properties. Highly extensible with strong concurrency support, suitable for web apps to data warehousing.",https://roadmap.sh/postgresql-dba,https://www.postgresql.org/,https://www.postgresqltutorial.com/
backend-mysql,backend,MySQL,MySQL,,CORE,BRANCH,ALTERNATIVE,,,ALL,,1,EVIDENCE_ALLOWED,65,mysql,backend-pick-a-database,,"MySQL is an open-source RDBMS known for speed, reliability, and ease of use. Supports SQL, transactions, indexing, and stored procedures. Widely used for web applications, integrates with many languages, and is part of the LAMP stack. Maintained by Oracle with large community support.",https://www.mysql.com/,https://planetscale.com/courses/mysql-for-developers/introduction/course-introduction,https://www.mysqltutorial.org/
backend-mariadb,backend,MariaDB,MariaDB,,CORE,BRANCH,ALTERNATIVE,,,ALL,,1,EVIDENCE_ALLOWED,65,mariadb,backend-pick-a-database,,"MariaDB is a community-developed MySQL fork created by original MySQL team members. Designed as a feature-rich, stable, drop-in replacement for MySQL with better licensing. Works with external developers to deliver a comprehensive open-source SQL server.",https://mariadb.org/,https://www.guru99.com/mariadb-vs-mysql.html,https://www.youtube.com/watch?v=_AMj02sANpI
backend-sqlite,backend,SQLite,SQLite,,CORE,BRANCH,ALTERNATIVE,,,ALL,,1,EVIDENCE_ALLOWED,65,sqlite,backend-pick-a-database,,"SQLite is a lightweight, serverless, self-contained SQL database engine storing data in a single file. Used in mobile apps, desktop applications, and small websites. Supports standard SQL with ACID compliance. Popular for compact, high-performance database needs with minimal configuration.",https://www.sqlite.org/index.html,https://www.sqlitetutorial.net/,https://www.youtube.com/watch?v=8Xyn8R9eKB8
backend-oracle,backend,Oracle,Oracle,,CORE,BRANCH,ALTERNATIVE,,,ALL,,1,EVIDENCE_ALLOWED,65,oracle,backend-pick-a-database,,"Oracle Database is an enterprise-grade RDBMS known for scalability, reliability, and comprehensive features. Supports complex data management, SQL querying, transaction management, clustering, and multiple data models (relational, spatial, graph). Used for large-scale, secure, high-performance applications.",https://www.oracle.com/database/,https://docs.oracle.com/en/database/index.html,https://www.youtube.com/watch?v=ObbNGhcxXJA
backend-ms-sql,backend,MS SQL,MS SQL,,CORE,BRANCH,ALTERNATIVE,,,ALL,,1,EVIDENCE_ALLOWED,65,ms sql,backend-pick-a-database,,"Microsoft SQL Server is a relational database management system for structured data management. Supports querying, transactions, data warehousing with T-SQL, SSIS integration, SSAS analytics, and SSRS reporting. Used in enterprise environments for reliable storage and processing.",https://roadmap.sh/sql,https://www.microsoft.com/en-ca/sql-server/,https://docs.microsoft.com/en-us/sql/sql-server/tutorials-for-sql-server-2016?view=sql-server-ver15
backend-orms,backend,,ORMs,,CORE,BRANCH,CORE,,,ALL,,1,MANUAL_ONLY,,,backend-relational-databases,,"ORM (Object-Relational Mapping) allows developers to interact with databases using object-oriented concepts. Maps database tables to classes and rows to objects, eliminating raw SQL queries. Simplifies data manipulation and improves maintainability. Popular ORMs: Hibernate (Java), Entity Framework (.NET), SQLAlchemy (Python).",https://stackoverflow.com/a/1279678,https://www.freecodecamp.org/news/what-is-an-orm-the-meaning-of-object-relational-mapping-database-tools/,https://www.youtube.com/watch?v=vHt2LC1EM3Q
backend-transactions,backend,,Transactions,,CORE,BRANCH,CORE,,,ALL,,1,MANUAL_ONLY,,,backend-relational-databases,,"Database transactions are series of operations executed as atomic units to ensure data integrity. Follow ACID properties: Atomicity (all-or-nothing), Consistency (valid state), Isolation (no interference), Durability (permanent changes). Ensure reliable concurrent operations and data consistency.",https://fauna.com/blog/database-transaction,https://www.sqlservertutorial.net/sql-server-basics/sql-server-transaction/,https://www.youtube.com/watch?v=wHUOeXbZCYA
backend-caching,backend,Caching,Caching,5,CORE,MAIN,CORE,,,CHOOSE_ONE,1,3,EVIDENCE_ALLOWED,65,caching,,backend-relational-databases,"Caching is a technique used to store copies of data in a temporary storage location so that future requests for that data can be served faster. This temporary storage, known as a cache, can be located closer to the request source than the original data source, reducing latency and improving application performance. By retrieving data from the cache instead of the original source, applications can respond more quickly and efficiently.",https://redis.io/university/courses/ru101/,https://www.cloudflare.com/en-gb/learning/cdn/what-is-caching/,https://blog.bytebytego.com/p/top-caching-strategies
backend-redis,backend,,Redis,,CORE,BRANCH,ALTERNATIVE,,,ALL,,1,EVIDENCE_ALLOWED,65,redis,backend-caching,,"Redis is an open-source, in-memory data structure store supporting strings, lists, sets, hashes, and sorted sets. Used for caching, session management, real-time analytics, and message brokering. Offers persistence, replication, clustering, and low-latency high-throughput performance.",https://roadmap.sh/redis,https://www.youtube.com/watch?v=XCsS_NVAa1g,https://redis.io/docs/latest/
backend-memcached,backend,,Memcached,,CORE,BRANCH,ALTERNATIVE,,,ALL,,1,EVIDENCE_ALLOWED,65,memcached,backend-caching,,Memcached is a distributed memory-caching system that speeds up dynamic websites by caching data and objects in RAM. Provides large distributed hash table across multiple machines with LRU eviction. Applications layer requests in RAM before falling back to slower backing stores.,https://github.com/memcached/memcached#readme,https://www.tutorialspoint.com/memcached/index.htm,https://www.youtube.com/watch?v=Gyy1SiE8avE
backend-nosql-databases,backend,,NoSQL Databases,,CORE,BRANCH,ALTERNATIVE,,,ALL,,1,EVIDENCE_ALLOWED,65,nosql databases,backend-caching,,"NoSQL databases handle unstructured, semi-structured, or rapidly changing data with flexible schemas. Four types: Document stores (MongoDB, CouchDB), Key-value stores (Redis, Riak), Column-family (Cassandra, HBase), and Graph databases (Neo4j, Neptune). Used for high scalability, flexibility, and performance applications.",https://www.mongodb.com/nosql-explained,https://www.youtube.com/watch?v=0buKQHokLK8,https://www.youtube.com/watch?v=ruz-vK8IesE
backend-apis,backend,REST,APIs,6,CORE,MAIN,CORE,,,ALL,,3,EVIDENCE_ALLOWED,65,"rest,apis",,backend-caching,"REST API is an architectural style using standard HTTP methods (GET, POST, PUT, DELETE) to interact with URI-represented resources. It's stateless, requiring complete request information, uses HTTP status codes, and typically communicates via JSON/XML. Popular for simplicity and scalability.",https://www.redhat.com/en/topics/api/what-is-a-rest-api,https://learn.microsoft.com/en-us/azure/architecture/best-practices/api-design,https://restapitutorial.com/
backend-json-apis,backend,JSON APIs,JSON APIs,,CORE,BRANCH,CORE,,,ALL,,1,MANUAL_ONLY,,,backend-apis,,"JSON (JavaScript Object Notation) is an encoding scheme eliminating ad-hoc code for server communication. JSON API provides a standardized implementation for data stores and structures, including entity types, bundles, and fields with defined communication protocols.",https://fullstackopen.com/en/part3,https://www.json.org/json-en.html,https://jsonapi.org/recommendations/
backend-graphql,backend,GraphQL,GraphQL,,CORE,BRANCH,CORE,,,ALL,,1,MANUAL_ONLY,,,backend-apis,,"GraphQL is Facebook's query language for APIs, allowing clients to request exactly the data they need. Uses a single endpoint with schema-defined data structure, reducing over-fetching and under-fetching. More flexible than REST for complex applications with diverse platform needs.",https://roadmap.sh/graphql,https://graphql.org/,https://www.youtube.com/watch?v=eIQh02xuVw4
backend-grpc,backend,gRPC,gRPC,,CORE,BRANCH,CORE,,,ALL,,1,MANUAL_ONLY,,,backend-apis,,"gRPC is a high-performance, open-source RPC (Remote Procedure Call) framework. Allows programs to execute procedures on remote computers like local functions. Developers don't need to handle remote interaction details, and client/server can use different programming languages.",https://grpc.io/,https://www.wallarm.com/what/the-concept-of-grpc,https://www.youtube.com/watch?v=hVrwuMnCtok
backend-soap,backend,SOAP,SOAP,,CORE,BRANCH,CORE,,,ALL,,1,MANUAL_ONLY,,,backend-apis,,"SOAP (Simple Object Access Protocol) is a structured message protocol for exchanging information between systems and applications. SOAP APIs are developed in formal, structured ways. Messages can be carried over various protocols, including HTTP.",https://aws.amazon.com/what-is/soap-vs-rest/,https://www.guru99.com/soap-simple-object-access-protocol.html,https://www.youtube.com/watch?v=_fq8Ye8kodA
backend-open-api-spec,backend,,Open API Spec,,CORE,BRANCH,CORE,,,ALL,,1,MANUAL_ONLY,,,backend-apis,,"OpenAPI Specification (OAS), formerly Swagger, is a standard for defining and documenting RESTful APIs in YAML/JSON format. Describes endpoints, formats, authentication, and metadata. Enables client generation, automated documentation, testing, and promotes API design consistency.",https://swagger.io/specification/,https://swagger.io/tools/swagger-editor/,https://www.youtube.com/watch?v=6kwmW_p_Tig
backend-authentication,backend,Authentication & Session Management,Authentication,7,PRACTICAL,MAIN,CORE,,,ALL,,3,EVIDENCE_ALLOWED,65,"authentication,session,management",,backend-apis,"API authentication verifies client identity to ensure only authorized access to resources. Common methods include API keys, OAuth 2.0, JWT, and basic auth. It protects data, prevents unauthorized access, enables usage tracking, and provides granular control over API resources.",https://roadmap.sh/guides/basic-authentication,https://roadmap.sh/guides/session-based-authentication,https://roadmap.sh/guides/token-authentication
backend-jwt,backend,JWT,JWT,,PRACTICAL,BRANCH,CORE,,,ALL,,1,MANUAL_ONLY,,,backend-authentication,,"JWT (JSON Web Token) securely transmits information as JSON objects with three parts: header (token type/algorithm), payload (claims/data), and signature (integrity verification). Used for authentication and authorization in web/mobile apps. Compact, self-contained, and HTTP header-friendly.",https://jwt.io/,https://www.akana.com/blog/what-is-jwt,https://curity.io/resources/learn/jwt-best-practices/
backend-oauth,backend,OAuth,OAuth,,PRACTICAL,BRANCH,CORE,,,ALL,,1,MANUAL_ONLY,,,backend-authentication,,"OAuth is an open authorization standard allowing third-party applications to access user resources without exposing credentials. Uses access tokens issued after user permission, involving the resource owner, the resource server, and the authorization server. Enables secure token-based access management for services.",https://developer.okta.com/blog/2017/06/21/what-the-heck-is-oauth,https://www.digitalocean.com/community/tutorials/an-introduction-to-oauth-2,https://www.youtube.com/watch?v=ZV5yTm4pT8g
backend-openid,backend,OpenID,OpenID,,PRACTICAL,BRANCH,CORE,,,ALL,,1,MANUAL_ONLY,,,backend-authentication,,"OpenID is an open standard for decentralized authentication enabling single sign-on across multiple websites using one set of credentials managed by an identity provider. Often works with OAuth 2.0 for authorization, enhancing user convenience and streamlining identity management.",https://openid.net/,https://auth0.com/docs/authenticate/protocols/openid-connect-protocol,https://www.youtube.com/watch?v=t18YB3xDfXI
backend-saml,backend,SAML,SAML,,PRACTICAL,BRANCH,CORE,,,ALL,,1,MANUAL_ONLY,,,backend-authentication,,SAML (Security Assertion Markup Language) is an XML-based framework for single sign-on (SSO) and identity federation. Enables authentication exchange between identity providers (IdP) and service providers (SP) through XML assertions containing user identity and permissions. Streamlines user management and centralized authentication.,https://www.onelogin.com/learn/saml,https://www.youtube.com/watch?v=VzRnb9u8T1A,
backend-basic-authentication,backend,,Basic Authentication,,PRACTICAL,BRANCH,CORE,,,ALL,,1,MANUAL_ONLY,,,backend-authentication,,Basic Authentication sends base64-encoded username:password in HTTP headers. Simple to implement but insecure since base64 is easily decoded. Should only be used over HTTPS for credential protection. Best for low-risk scenarios or fallback mechanisms.,https://roadmap.sh/guides/http-basic-authentication,https://www.youtube.com/watch?v=rhi1eIjSbvk,https://www.youtube.com/watch?v=mwccHwUn7Gc
backend-cookie-based-authentication,backend,,Cookie-Based Authentication,,PRACTICAL,BRANCH,CORE,,,ALL,,1,MANUAL_ONLY,,,backend-authentication,,"Cookie-based authentication maintains user sessions by storing session IDs in browser cookies. Server stores session data and uses cookies as keys. Simple to implement and browser-native, but vulnerable to CSRF attacks and challenging for cross-origin requests.",https://developer.mozilla.org/en-US/docs/Web/HTTP/Cookies,https://www.section.io/engineering-education/token-based-vs-session-based-authentication/,https://www.youtube.com/watch?v=UBUNrFtufWo
backend-token-authentication,backend,,Token Authentication,,PRACTICAL,BRANCH,CORE,,,ALL,,1,MANUAL_ONLY,,,backend-authentication,,"Token-based authentication verifies user identity and provides unique access tokens. Users access protected resources without re-entering credentials while token remains valid. Works like stamped tickets, invalidated on logout. Offers second security layer with detailed administrative control.",https://roadmap.sh/guides/token-authentication,https://www.okta.com/identity-101/what-is-token-based-authentication/,https://www.youtube.com/watch?v=P2CPd9ynFLg
backend-password-hashing,backend,bcrypt,Password Hashing,8,PRACTICAL,MAIN,CORE,,,CHOOSE_ONE,1,3,EVIDENCE_ALLOWED,65,"bcrypt,password,hashing",,backend-authentication,"Bcrypt is a secure password-hashing function based on Blowfish cipher with built-in salt protection. Features adaptive cost factor that increases difficulty over time to resist brute-force attacks. Produces 60-character hashes, widely used for secure password storage.",https://github.com/kelektiv/node.bcrypt.js,https://auth0.com/blog/hashing-in-action-understanding-bcrypt/,https://www.freecodecamp.org/news/why-you-should-use-bcrypt-to-hash-passwords/
backend-sha,backend,SHA,SHA,,PRACTICAL,BRANCH,ALTERNATIVE,,,ALL,,1,EVIDENCE_ALLOWED,65,sha,backend-password-hashing,,"SHA (Secure Hash Algorithm) is a family of cryptographic hash functions generating fixed-size hash values for data integrity and security. Includes SHA-1 (weak, 160-bit), SHA-2 (stronger, 224-512 bits), and SHA-3 (latest with additional security features). Used for password storage and digital signatures.",https://www.encryptionconsulting.com/education-center/what-is-sha/,https://www.youtube.com/watch?v=DMtFhACPnTY,
backend-scrypt,backend,scrypt,scrypt,,PRACTICAL,BRANCH,ALTERNATIVE,,,ALL,,1,EVIDENCE_ALLOWED,65,scrypt,backend-password-hashing,,"scrypt is a memory-hard key derivation function designed to resist brute-force and hardware-based attacks (GPUs, ASICs). Combines hash functions with high memory usage and CPU-intensive computation, making large-scale attacks costly and impractical. Used for secure password storage and cryptocurrency mining.",https://www.tarsnap.com/scrypt.html,https://en.wikipedia.org/wiki/Scrypt,
backend-md5,backend,MD5,MD5,,PRACTICAL,BRANCH,ALTERNATIVE,,,ALL,,1,EVIDENCE_ALLOWED,65,md5,backend-password-hashing,,"MD5 (Message-Digest Algorithm 5) produces 128-bit hash values as 32-character hexadecimal strings. Once popular for data integrity and passwords, now considered cryptographically broken due to collision vulnerabilities. Largely replaced by secure alternatives like SHA-256.",https://en.wikipedia.org/wiki/MD5,https://www.techtarget.com/searchsecurity/definition/MD5,https://infosecscout.com/why-md5-is-not-safe/
backend-web-security,backend,OWASP Risks,Web Security,9,PRACTICAL,MAIN,CORE,,,ALL,,3,EVIDENCE_ALLOWED,65,"owasp,risks,web,security",,backend-password-hashing,"OWASP (Open Web Application Security Project) is an online community producing freely-available articles, methodologies, documentation, tools, and technologies for web application security.",https://owasp.org/,https://github.com/OWASP/ASVS,https://cheatsheetseries.owasp.org/IndexTopTen.html
backend-https,backend,HTTPS,HTTPS,,PRACTICAL,BRANCH,CORE,,,ALL,,1,MANUAL_ONLY,,,backend-web-security,,"HTTPS (Hypertext Transfer Protocol Secure) extends HTTP with SSL/TLS encryption for secure data transmission. Ensures confidentiality, integrity, and authenticity, protecting against interception and tampering. Essential standard for web applications handling sensitive user data.",https://www.cloudflare.com/en-gb/learning/ssl/what-is-https/,https://howhttps.works/,https://baida.dev/articles/https-explained-with-carrier-pigeons
backend-ssl-and-tls,backend,SSL/TLS,SSL and TLS,,PRACTICAL,BRANCH,CORE,,,ALL,,1,MANUAL_ONLY,,,backend-web-security,,SSL and TLS are cryptographic protocols providing internet communication security through data encryption. SSL is deprecated due to security flaws; modern browsers no longer support it. TLS remains secure and widely supported for encrypted data transmission.,https://en.wikipedia.org/wiki/Transport_Layer_Security,https://www.cloudflare.com/learning/ssl/what-is-ssl/,https://www.youtube.com/watch?v=j9QmMEWmcfo
backend-cors,backend,CORS,CORS,,PRACTICAL,BRANCH,CORE,,,ALL,,1,MANUAL_ONLY,,,backend-web-security,,CORS (Cross-Origin Resource Sharing) is a browser security mechanism controlling cross-domain resource access. Uses HTTP headers and preflight requests to determine allowed origins. Extends Same-Origin Policy while preventing unauthorized access to sensitive data.,https://developer.mozilla.org/en-US/docs/Web/HTTP/CORS,https://rbika.com/blog/understanding-cors,https://www.youtube.com/watch?v=4KHiSt0oLJ0
