"name","career_id","importance","category","sources"
"opencl","backend","LOW","LANGUAGE","roadmap"
"OpenCV","backend","LOW","LIBRARY","roadmap"
"Opensource Packages","backend","LOW","LIBRARY","roadmap"
"Operating System Tools","backend","LOW","CONCEPT","roadmap"
"Operator Overloading","backend","LOW","CONCEPT","roadmap"
"Optimistic Locking","backend","LOW","CONCEPT","roadmap"
"Optimization","backend","LOW","PLATFORM","roadmap"
"Optimizing Bulk Indexing","backend","LOW","CONCEPT","roadmap"
"Optimizing Joins","backend","LOW","CONCEPT","roadmap"
"Optionals","backend","LOW","CONCEPT","roadmap"
"Orleans","backend","LOW","FRAMEWORK","roadmap"
"ORMs","backend","LOW","CONCEPT","roadmap"
"ORMs & DB Access","backend","LOW","CONCEPT","roadmap"
"os","backend","LOW","LIBRARY","roadmap"
"Output and Debugging","backend","LOW","CONCEPT","roadmap"
"OWASP Risks","backend","AVG","CONCEPT","market-legacy|roadmap"
"Ownsership Rules & Memory Safety","backend","LOW","CONCEPT","roadmap"
"Ox","backend","LOW","LANGUAGE","roadmap"
"Package Import Rules","backend","LOW","CONCEPT","roadmap"
"Package Management","backend","AVG","CONCEPT","roadmap"
"Package Managers","backend","AVG","CONCEPT","market-legacy|roadmap"
"Packages","backend","LOW","LIBRARY","roadmap"
"Packagist","backend","LOW","CONCEPT","roadmap"
"Pagination","backend","LOW","CONCEPT","roadmap"
"Paradigms","backend","LOW","CONCEPT","roadmap"
"Pass by Value / Pass by Reference","backend","LOW","CONCEPT","roadmap"
"Password Hashing","backend","LOW","CONCEPT","roadmap"
"Path converters","backend","LOW","CONCEPT","roadmap"
"path module","backend","LOW","CONCEPT","roadmap"
"Patroni Alternatives","backend","LOW","CONCEPT","roadmap"
"Pattern Matching","backend","LOW","CONCEPT","roadmap"
"Pattern Matching & Destructuring","backend","LOW","CONCEPT","roadmap"
"Patterns / Antipatterns","backend","LOW","CONCEPT","roadmap"
"Per-User, Per-Database Setting","backend","LOW","CONCEPT","roadmap"
"perf-tools","backend","LOW","CONCEPT","roadmap"
"Performance and Debugging","backend","LOW","CONCEPT","roadmap"
"Performance and Profiling","backend","LOW","CONCEPT","roadmap"
"Performance Optimization","backend","LOW","CONCEPT","roadmap"
"Persistence Options","backend","LOW","CONCEPT","roadmap"
"Pest","backend","LOW","TESTING","roadmap"
"pg_basebackup","backend","LOW","CONCEPT","roadmap"
"pg_dump","backend","LOW","CONCEPT","roadmap"
"pg_dumpall","backend","LOW","CONCEPT","roadmap"
"pg_probackup","backend","LOW","CONCEPT","roadmap"
"pg_stat_activity","backend","LOW","CONCEPT","roadmap"
"pg_stat_statements","backend","LOW","CONCEPT","roadmap"
"pgBadger","backend","LOW","CONCEPT","roadmap"
"PgBouncer Alternatives","backend","LOW","CONCEPT","roadmap"
"pgCluu","backend","LOW","CONCEPT","roadmap"
"Physical Storage and File Layout","backend","LOW","CONCEPT","roadmap"
"Pick your IDE","backend","LOW","TOOL","roadmap"
"Pint","backend","LOW","CONCEPT","roadmap"
"pip","backend","AVG","CONCEPT","roadmap"
"Pipeline Aggregations","backend","LOW","CONCEPT","roadmap"
"Pivot / Unpivot Operations","backend","LOW","DATABASE","roadmap"
"Platforms","backend","LOW","CONCEPT","roadmap"
"Play Framework","backend","LOW","FRAMEWORK","roadmap"
"PlayJSON","backend","LOW","DATABASE","roadmap"
"Playwright","backend","HIGH","TESTING","market-verified|roadmap"
"Plotly Dash","backend","LOW","CONCEPT","roadmap"
"Plugins & Dynamic Loading","backend","LOW","CONCEPT","roadmap"
"Plugins & Engines","backend","LOW","CONCEPT","roadmap"
"POCO","backend","LOW","LIBRARY","roadmap"
"Pointer Arithmetic","backend","LOW","CONCEPT","roadmap"
"Pointer Basics & Syntax","backend","LOW","CONCEPT","roadmap"
"Pointer Receivers","backend","LOW","CONCEPT","roadmap"
"Pointers","backend","LOW","CONCEPT","roadmap"
"Pointers & Memory","backend","LOW","CONCEPT","roadmap"
"Pointers and References","backend","LOW","CONCEPT","roadmap"
"Popular Frameworks","backend","LOW","FRAMEWORK","roadmap"
"pprof","backend","LOW","CONCEPT","roadmap"
"Practical Patterns / Antipatterns","backend","LOW","CONCEPT","roadmap"
"Pre-compiled Binaries","backend","LOW","CONCEPT","roadmap"
"Prefix Query","backend","LOW","CONCEPT","roadmap"
"Primary Shards","backend","LOW","CONCEPT","roadmap"
"Printing Output","backend","LOW","CONCEPT","roadmap"
"Prisma","backend","AVG","LIBRARY","roadmap"
"Procedural Macros & Custom Derive","backend","LOW","CONCEPT","roadmap"
"Process Management","backend","AVG","CONCEPT","roadmap"
"process.argv","backend","LOW","CONCEPT","roadmap"
"process.cwd()","backend","LOW","CONCEPT","roadmap"
"process.env","backend","LOW","CONCEPT","roadmap"
"process.nextTick","backend","LOW","CONCEPT","roadmap"
"process.stdin","backend","LOW","CONCEPT","roadmap"
"Processes & Memory Architecture","backend","LOW","CONCEPT","roadmap"
"Procs","backend","LOW","CONCEPT","roadmap"
"Production Checklist","backend","LOW","PLATFORM","roadmap"
"Project Structure","backend","LOW","CONCEPT","roadmap"
"Projection Operators","backend","LOW","CONCEPT","roadmap"
"Projects & Apps","backend","LOW","CONCEPT","roadmap"
"Prometheus","backend","AVG","TOOL","roadmap"
"Promises","backend","LOW","CONCEPT","roadmap"
"Prompting Techniques","backend","AVG","CONCEPT","roadmap"
"Property Delegates","backend","LOW","CONCEPT","roadmap"
"protobuf","backend","AVG","CONCEPT","roadmap"
"Pry","backend","LOW","CONCEPT","roadmap"
"Publishing Modules","backend","LOW","CONCEPT","roadmap"
"pug","backend","LOW","LANGUAGE","roadmap"
"Pulse","backend","LOW","CONCEPT","roadmap"
"Puppet","backend","AVG","LANGUAGE","roadmap"
"Puppeteer","backend","AVG","TESTING","roadmap"
"puts, print, p","backend","LOW","CONCEPT","roadmap"
"pybind11","backend","LOW","LIBRARY","roadmap"
"Pyramid","backend","LOW","CONCEPT","roadmap"
"pytest","backend","LOW","FRAMEWORK","roadmap"
"PyTorch C++","backend","LOW","FRAMEWORK","roadmap"
"Quarkus","backend","LOW","FRAMEWORK","roadmap"
"Query","backend","LOW","CONCEPT","roadmap"
"Query Analysis Techniques","backend","LOW","CONCEPT","roadmap"
"Query Builder","backend","LOW","CONCEPT","roadmap"
"Query DSL","backend","LOW","CONCEPT","roadmap"
"Query Operators","backend","LOW","CONCEPT","roadmap"
"Query Optimization","backend","LOW","CONCEPT","roadmap"
"Query Optimization Techniques","backend","LOW","CONCEPT","roadmap"
"Query scopes","backend","LOW","CONCEPT","roadmap"
"Queryable Encryption","backend","LOW","CONCEPT","roadmap"
"Querying data","backend","LOW","CONCEPT","roadmap"
"Queue","backend","LOW","CONCEPT","roadmap"
"Queues & Jobs","backend","LOW","CONCEPT","roadmap"
"Quill","backend","LOW","LANGUAGE","roadmap"
"RabbitMQ","backend","AVG","PLATFORM","roadmap"
"Race Detection","backend","LOW","CONCEPT","roadmap"
"Race Detector","backend","LOW","CONCEPT","roadmap"
"Rack","backend","LOW","FRAMEWORK","roadmap"
"RAGs","backend","AVG","CONCEPT","roadmap"
"Rails Internationalization","backend","LOW","CONCEPT","roadmap"
"Rails Logger","backend","LOW","CONCEPT","roadmap"
"Range","backend","LOW","CONCEPT","roadmap"
"Range / Date Range","backend","LOW","CONCEPT","roadmap"
"Range Query","backend","LOW","CONCEPT","roadmap"
"Ranges","backend","LOW","CONCEPT","roadmap"
"ranges_v3","backend","LOW","LIBRARY","roadmap"
"rank","backend","LOW","LANGUAGE","roadmap"
"Rate Limiting","backend","AVG","CONCEPT","roadmap"
"Raw String Literals","backend","LOW","CONCEPT","roadmap"
"Razor","backend","LOW","CONCEPT","roadmap"
"Razor Components","backend","LOW","CONCEPT","roadmap"
"Razor Pages","backend","LOW","CONCEPT","roadmap"
"Rbenv","backend","LOW","CONCEPT","roadmap"
"RDB vs AOF Tradeoffs","backend","LOW","CONCEPT","roadmap"
"RDoc","backend","LOW","CONCEPT","roadmap"
"React.js","backend","AVG","FRAMEWORK","market-legacy|roadmap"
"Read / Write Concerns","backend","LOW","CONCEPT","roadmap"
"Real-time APIs","backend","LOW","CONCEPT","roadmap"
"Real-Time Communication","backend","LOW","CONCEPT","roadmap"
"Real-Time Data","backend","LOW","CONCEPT","roadmap"
"realloc","backend","LOW","CONCEPT","roadmap"
"Record","backend","LOW","CONCEPT","roadmap"
"Recursion","backend","AVG","CONCEPT","roadmap"
"Recursive Queries","backend","LOW","DATABASE","roadmap"
"RED","backend","LOW","LANGUAGE","roadmap"
"Redirect Routes","backend","LOW","CONCEPT","roadmap"
"Redis","backend","AVG","PLATFORM","roadmap"
"Redis Enterprise","backend","LOW","CONCEPT","roadmap"
"Redis Modules","backend","LOW","CONCEPT","roadmap"
"Redis on Flash","backend","LOW","CONCEPT","roadmap"
"Redis vs SQL/NoSQL DBs","backend","LOW","CONCEPT","roadmap"
"redis-benchmark","backend","LOW","CONCEPT","roadmap"
"redis.conf","backend","LOW","CONCEPT","roadmap"
"RedisBloom","backend","LOW","CONCEPT","roadmap"
"RedisInsight","backend","LOW","CONCEPT","roadmap"
"RedisJSON","backend","LOW","CONCEPT","roadmap"
"Refactoring","backend","AVG","CONCEPT","roadmap"
"Referencial Transparency","backend","LOW","CONCEPT","roadmap"
"Refinements","backend","LOW","CONCEPT","roadmap"
"Reflection","backend","AVG","CONCEPT","roadmap"
"Regex Paths","backend","LOW","CONCEPT","roadmap"
"Regular Expressions","backend","AVG","CONCEPT","roadmap"
"Reindex API","backend","LOW","CONCEPT","roadmap"
"Relational","backend","LOW","CONCEPT","roadmap"
"Relational Databases","backend","AVG","DATABASE","market-legacy|roadmap"
"Relationships","backend","AVG","CONCEPT","roadmap"
"relm","backend","LOW","CONCEPT","roadmap"
"Replica Shards","backend","LOW","CONCEPT","roadmap"
"Repo hosting services","backend","LOW","PLATFORM","roadmap"
"RepoDB","backend","LOW","CONCEPT","roadmap"
"Reporting Logging & Statistics","backend","LOW","CONCEPT","roadmap"
"Request Reponse Flow","backend","LOW","CONCEPT","roadmap"
"Request–Response Flow","backend","LOW","CONCEPT","roadmap"
"reqwest","backend","LOW","CONCEPT","roadmap"
"Resource controllers","backend","LOW","CONCEPT","roadmap"
"Resource modeling","backend","LOW","CONCEPT","roadmap"
"Resource Usage / Provisioning / Capacity Planning","backend","LOW","CONCEPT","roadmap"
"REST","backend","HIGH","PROTOCOL","market-verified|roadmap"
"REST API Basics","backend","LOW","CONCEPT","roadmap"
"REST Assured","backend","AVG","TESTING","market-legacy|roadmap"
"REST Principles","backend","LOW","CONCEPT","roadmap"
"Retrieving data & files","backend","LOW","CONCEPT","roadmap"
"Retryable Reads / Writes","backend","LOW","CONCEPT","roadmap"
"Reverse URL","backend","LOW","CONCEPT","roadmap"
"revive","backend","LOW","CONCEPT","roadmap"
"RFC 7807 -  Problem Details","backend","LOW","CONCEPT","roadmap"
"ring","backend","LOW","LANGUAGE","roadmap"
"Rocket","backend","LOW","CONCEPT","roadmap"
"Roles & Users","backend","LOW","CONCEPT","roadmap"
"ROLLBACK","backend","LOW","CONCEPT","roadmap"
"Rollover Policies","backend","LOW","CONCEPT","roadmap"
"Route groups","backend","LOW","CONCEPT","roadmap"
"Route model binding","backend","LOW","CONCEPT","roadmap"
"Route parameters","backend","LOW","CONCEPT","roadmap"
"Routing Fundamentals","backend","LOW","CONCEPT","roadmap"
"Routing Middleware","backend","LOW","CONCEPT","roadmap"
"Row","backend","LOW","CONCEPT","roadmap"
"Row_number","backend","LOW","DATABASE","roadmap"
"rppal","backend","LOW","CONCEPT","roadmap"
"RSpec","backend","LOW","FRAMEWORK","roadmap"
"RuboCop","backend","LOW","CONCEPT","roadmap"
"Ruby on Rails","backend","HIGH","FRAMEWORK","market-verified|roadmap"
"RubyGems","backend","LOW","CONCEPT","roadmap"
"RubyMine","backend","LOW","TOOL","roadmap"
"Rule of Zero, Five, Three","backend","LOW","CONCEPT","roadmap"
"Running Redis","backend","LOW","CONCEPT","roadmap"
"Running with Docker","backend","LOW","CONCEPT","roadmap"
"Running your Project","backend","LOW","CONCEPT","roadmap"
"rusqlite","backend","LOW","DATABASE","roadmap"
"Rust REPL (Rust Playground)","backend","LOW","CONCEPT","roadmap"
"rust-crypto","backend","LOW","CONCEPT","roadmap"
"rust-gdb","backend","LOW","CONCEPT","roadmap"
"rust-lldb","backend","LOW","CONCEPT","roadmap"
"RVM","backend","LOW","CONCEPT","roadmap"
"RwLock","backend","LOW","CONCEPT","roadmap"
"Safe Casts","backend","LOW","CONCEPT","roadmap"
"Sail","backend","LOW","LANGUAGE","roadmap"
"Salt","backend","LOW","CONCEPT","roadmap"
"Sanic","backend","LOW","CONCEPT","roadmap"
"SAVEPOINT","backend","LOW","CONCEPT","roadmap"
"sbt","backend","LOW","CONCEPT","roadmap"
"Scala-centered","backend","LOW","CONCEPT","roadmap"
"ScalaCLI","backend","LOW","CONCEPT","roadmap"
"Scalameta","backend","LOW","CONCEPT","roadmap"
"ScalaTest","backend","LOW","TESTING","roadmap"
"ScalikeJDBC","backend","LOW","DATABASE","roadmap"
"Scaling & Advanced Data","backend","LOW","CONCEPT","roadmap"
"Scaling Databases","backend","LOW","DATABASE","roadmap"
"Scaling MongoDB","backend","LOW","CONCEPT","roadmap"
"Schema Design Patterns / Anti-patterns","backend","LOW","CONCEPT","roadmap"
"Scope","backend","LOW","CONCEPT","roadmap"
"Scope & Visibility","backend","LOW","CONCEPT","roadmap"
"Scoped","backend","LOW","CONCEPT","roadmap"
"Scriban","backend","LOW","CONCEPT","roadmap"
"scrypt","backend","AVG","LIBRARY","market-legacy|roadmap"
"Sealed Class","backend","LOW","CONCEPT","roadmap"
"Sealed Traits","backend","LOW","CONCEPT","roadmap"
"Search","backend","LOW","CONCEPT","roadmap"
"Search Algorithms","backend","AVG","CONCEPT","roadmap"
"Search Analyzer","backend","LOW","CONCEPT","roadmap"
"Search Contexts","backend","LOW","CONCEPT","roadmap"
"Search Engines","backend","LOW","CONCEPT","roadmap"
"Search Engines vs Relational DBs","backend","LOW","CONCEPT","roadmap"
"Security","backend","HIGH","CONCEPT","market-verified|roadmap"
"Security and Compliance","backend","LOW","CONCEPT","roadmap"
"sed","backend","AVG","LANGUAGE","roadmap"
"Segment Merging","backend","LOW","CONCEPT","roadmap"
"Select Statement","backend","LOW","CONCEPT","roadmap"
"Self Join","backend","LOW","CONCEPT","roadmap"
"Semantic Search","backend","AVG","CONCEPT","roadmap"
"Semantic Versioning","backend","LOW","CONCEPT","roadmap"
"Sentinel Errors","backend","LOW","CONCEPT","roadmap"
"Seq","backend","LOW","CONCEPT","roadmap"
"Sequelize","backend","LOW","LANGUAGE","roadmap"
"Sequences","backend","LOW","CONCEPT","roadmap"
"Serde","backend","LOW","LIBRARY","roadmap"
"Serialization / Deserialization","backend","LOW","CONCEPT","roadmap"
"Serializers","backend","LOW","CONCEPT","roadmap"
"Server Security","backend","AVG","CONCEPT","market-legacy|roadmap"
"Server Sent Events","backend","LOW","CONCEPT","roadmap"
"Server Side","backend","LOW","TOOL","roadmap"
"Server-side Apps","backend","LOW","TOOL","roadmap"
"Serverless","backend","AVG","CONCEPT","roadmap"
"Session Management","backend","LOW","CONCEPT","roadmap"
"Sessions","backend","LOW","CONCEPT","roadmap"
"Set Operations","backend","LOW","CONCEPT","roadmap"
"setImmediate","backend","LOW","CONCEPT","roadmap"
"Sets","backend","AVG","CONCEPT","roadmap"
"Setting and Getting Keys","backend","LOW","CONCEPT","roadmap"
"Setting things Up","backend","LOW","CONCEPT","roadmap"
"Setting up","backend","LOW","CONCEPT","roadmap"
"Setting up Ruby on Rails","backend","LOW","CONCEPT","roadmap"
"Setting Up Scala","backend","LOW","CONCEPT","roadmap"
"Setting up the Database","backend","LOW","DATABASE","roadmap"
"Setting up the Environment","backend","LOW","CONCEPT","roadmap"
"Setting up your Environment","backend","LOW","CONCEPT","roadmap"
"settings.py","backend","LOW","CONCEPT","roadmap"
"SHA","backend","AVG","PROTOCOL","market-legacy|roadmap"
"Sharding Patterns","backend","LOW","CONCEPT","roadmap"
"Shell Scripts","backend","LOW","CONCEPT","roadmap"
"should","backend","LOW","CONCEPT","roadmap"
"Shouldly","backend","LOW","TESTING","roadmap"
"Simple Stateful Setup","backend","LOW","CONCEPT","roadmap"
"Sinatra","backend","LOW","FRAMEWORK","roadmap"
"Single Field","backend","LOW","CONCEPT","roadmap"
"Single-action controllers","backend","LOW","CONCEPT","roadmap"
"Singleton","backend","LOW","CONCEPT","roadmap"
"Singleton Classes","backend","LOW","CONCEPT","roadmap"
"Site Reliability & Observability","backend","LOW","CONCEPT","roadmap"
"Slices","backend","LOW","CONCEPT","roadmap"
"Slick","backend","LOW","DATABASE","roadmap"
"Slinky","backend","LOW","CONCEPT","roadmap"
"SLM","backend","LOW","CONCEPT","roadmap"
"slog","backend","LOW","LIBRARY","roadmap"
"Slow Log Analysis","backend","LOW","CONCEPT","roadmap"
"Smart Pointers","backend","LOW","CONCEPT","roadmap"
"Snapshots & restore","backend","LOW","CONCEPT","roadmap"
"Snapshotting (RDB)","backend","LOW","CONCEPT","roadmap"
"SOAP","backend","AVG","PROTOCOL","market-legacy|roadmap"
"sodiumoxide","backend","LOW","CONCEPT","roadmap"
"Solr","backend","LOW","CONCEPT","roadmap"
"sort","backend","AVG","CONCEPT","roadmap"
"Sorting Algorithms","backend","AVG","CONCEPT","roadmap"
"Spack","backend","LOW","TOOL","roadmap"
"Spark","backend","HIGH","LANGUAGE","market-verified|roadmap"
"Specflow","backend","LOW","TESTING","roadmap"
"Specification","backend","LOW","CONCEPT","roadmap"
"specs2","backend","LOW","TESTING","roadmap"
"Spring (Spring Boot)","backend","LOW","FRAMEWORK","roadmap"
"Spring AOP","backend","LOW","CONCEPT","roadmap"
"Spring Bean Scope","backend","LOW","CONCEPT","roadmap"
"Spring Boot Starters","backend","LOW","CONCEPT","roadmap"
"Spring Cloud Circuit Breaker","backend","LOW","CONCEPT","roadmap"
"Spring Cloud Gateway","backend","LOW","CONCEPT","roadmap"
"Spring Data","backend","LOW","CONCEPT","roadmap"
"Spring Data JDBC","backend","LOW","CONCEPT","roadmap"
"Spring Data JPA","backend","LOW","CONCEPT","roadmap"
"Spring Data MongoDB","backend","LOW","CONCEPT","roadmap"
"Spring IOC","backend","LOW","CONCEPT","roadmap"
"Spring MVC","backend","LOW","CONCEPT","roadmap"
"Spring Security","backend","LOW","CONCEPT","roadmap"
"SQL","backend","HIGH","CONCEPT","market-verified|roadmap"
"SQL Server","backend","LOW","CONCEPT","roadmap"
"SQL vs NoSQL Databases","backend","LOW","CONCEPT","roadmap"
"sqlx","backend","LOW","DATABASE","roadmap"
"SSL and TLS","backend","LOW","CONCEPT","roadmap"
"SSL/TLS","backend","AVG","PROTOCOL","market-legacy|roadmap"
"SSL/TLS Encryption","backend","LOW","CONCEPT","roadmap"
"Stack","backend","LOW","CONCEPT","roadmap"
"Stack Traces & Debugging","backend","LOW","CONCEPT","roadmap"
"Stack vs Heap","backend","LOW","CONCEPT","roadmap"
"Stacks  & queues","backend","LOW","CONCEPT","roadmap"
"Standard","backend","LOW","CONCEPT","roadmap"
"Standard functions","backend","LOW","CONCEPT","roadmap"
"Standard Library","backend","LOW","LIBRARY","roadmap"
"Standard Library + STL","backend","LOW","LIBRARY","roadmap"
"Standards","backend","LOW","CONCEPT","roadmap"
"Standards and Compliance","backend","LOW","CONCEPT","roadmap"
"Starter Kits","backend","LOW","CONCEPT","roadmap"
"Starting the Server","backend","LOW","CONCEPT","roadmap"
"Statements","backend","LOW","CONCEPT","roadmap"
"Static Analysis","backend","LOW","CONCEPT","roadmap"
"Static Files","backend","LOW","CONCEPT","roadmap"
"Static Keyword","backend","LOW","CONCEPT","roadmap"
"Static Polymorphism","backend","LOW","CONCEPT","roadmap"
"Static vs Dynamic Binding","backend","LOW","CONCEPT","roadmap"
"staticcheck","backend","LOW","CONCEPT","roadmap"
"Stats / Extended Stats","backend","LOW","CONCEPT","roadmap"
"stdout / stderr","backend","LOW","CONCEPT","roadmap"
"SteelToe","backend","LOW","CONCEPT","roadmap"
"Storage","backend","LOW","CONCEPT","roadmap"
"Storage Parameters","backend","LOW","CONCEPT","roadmap"
"strace","backend","LOW","CONCEPT","roadmap"
"Stream API","backend","LOW","CONCEPT","roadmap"
"Streaming","backend","AVG","CONCEPT","roadmap"
"Streaming Replication","backend","LOW","CONCEPT","roadmap"
"Streams","backend","LOW","CONCEPT","roadmap"
"String Functions","backend","LOW","CONCEPT","roadmap"
"structopt","backend","LOW","TOOL","roadmap"
"Structs","backend","LOW","CONCEPT","roadmap"
"Structured Outputs","backend","LOW","TOOL","roadmap"
"Structures and Classes","backend","LOW","CONCEPT","roadmap"
"Structuring Codebase","backend","LOW","CONCEPT","roadmap"
"Style Tools","backend","LOW","CONCEPT","roadmap"
"Sublime","backend","LOW","TOOL","roadmap"
"Subqueries","backend","LOW","CONCEPT","roadmap"
"SUBSTRING","backend","LOW","CONCEPT","roadmap"
"SUM","backend","AVG","CONCEPT","roadmap"
"Super Global Variables","backend","LOW","CONCEPT","roadmap"
"Supported DBs","backend","LOW","CONCEPT","roadmap"
"Suspending Functions","backend","LOW","CONCEPT","roadmap"
"switch","backend","LOW","CONCEPT","roadmap"
"Symfony","backend","LOW","FRAMEWORK","roadmap"
"Synchronous","backend","LOW","CONCEPT","roadmap"
"Synchronous + Asynchronous","backend","LOW","CONCEPT","roadmap"
"Synonyms Graph","backend","LOW","CONCEPT","roadmap"
"Syntax and Semantics","backend","LOW","CONCEPT","roadmap"
"sysstat","backend","LOW","CONCEPT","roadmap"
"System Catalog","backend","LOW","CONCEPT","roadmap"
"System Design","backend","AVG","CONCEPT","market-legacy|roadmap"
"System Errors","backend","LOW","CONCEPT","roadmap"
"System Interactions","backend","LOW","CONCEPT","roadmap"
"Table","backend","LOW","CONCEPT","roadmap"
"Tags & custom tags","backend","LOW","CONCEPT","roadmap"
"Tail-recursive Functions","backend","LOW","CONCEPT","roadmap"
"Taking Input","backend","LOW","CONCEPT","roadmap"
"Task Scheduling","backend","LOW","CONCEPT","roadmap"
"Task Schedulling","backend","AVG","CONCEPT","roadmap"
"Tauri","backend","AVG","FRAMEWORK","roadmap"
"TeamCity","backend","AVG","CONCEPT","roadmap"
"Telescope","backend","LOW","CONCEPT","roadmap"
"temBoard","backend","LOW","CONCEPT","roadmap"
"Template Engines","backend","LOW","CONCEPT","roadmap"
"Template Inheritance","backend","LOW","CONCEPT","roadmap"
"Templates","backend","AVG","CONCEPT","roadmap"
"Tensorflow","backend","HIGH","LIBRARY","market-verified|roadmap"
"Term Query","backend","LOW","CONCEPT","roadmap"
"termion","backend","LOW","TOOL","roadmap"
"Terms","backend","LOW","CONCEPT","roadmap"
"Test Library","backend","LOW","CONCEPT","roadmap"
"Test::Unit","backend","LOW","CONCEPT","roadmap"
"Testing","backend","AVG","TESTING","roadmap"
"Testing Tools","backend","LOW","TESTING","roadmap"
"TestNG","backend","LOW","TESTING","roadmap"
"tests.py","backend","LOW","CONCEPT","roadmap"
"Text","backend","LOW","CONCEPT","roadmap"
"The ""Split Brain"" Problem","backend","LOW","CONCEPT","roadmap"
"The ELK Stack","backend","LOW","CONCEPT","roadmap"
"Threads","backend","LOW","CONCEPT","roadmap"
"Threads, Channels and Message Passing","backend","LOW","CONCEPT","roadmap"
"Throttling","backend","LOW","CONCEPT","roadmap"
"time","backend","LOW","LIBRARY","roadmap"
"TinyLog","backend","LOW","FRAMEWORK","roadmap"
"TLS / SSL Encryption","backend","LOW","CONCEPT","roadmap"
"Tokio","backend","LOW","CONCEPT","roadmap"
"toml-rust","backend","LOW","CONCEPT","roadmap"
"top","backend","LOW","CONCEPT","roadmap"
"Tornado","backend","LOW","CONCEPT","roadmap"
"Total/Partial Funcs","backend","LOW","CONCEPT","roadmap"
"trace","backend","LOW","CONCEPT","roadmap"
"Traits","backend","LOW","CONCEPT","roadmap"
"Transaction Isolation Levels","backend","LOW","CONCEPT","roadmap"
"Transactions","backend","AVG","CONCEPT","roadmap"
"Transient","backend","LOW","CONCEPT","roadmap"
"Truncate Table","backend","LOW","LANGUAGE","roadmap"
"Truncation / Corruption","backend","LOW","CONCEPT","roadmap"
"Try/Catch","backend","LOW","CONCEPT","roadmap"
"Tuple","backend","LOW","CONCEPT","roadmap"
"Type Aliases","backend","LOW","CONCEPT","roadmap"
"Type Casting","backend","AVG","CONCEPT","roadmap"
"Type Constraints","backend","AVG","CONCEPT","roadmap"
"Type Hierarchy","backend","LOW","CONCEPT","roadmap"
"Type Inference","backend","LOW","CONCEPT","roadmap"
"Type Parameters","backend","LOW","CONCEPT","roadmap"
"Type System","backend","LOW","CONCEPT","roadmap"
"Typeclasses","backend","LOW","CONCEPT","roadmap"
"TypeORM","backend","LOW","CONCEPT","roadmap"
"Types of Errors","backend","LOW","CONCEPT","roadmap"
"unapply Method","backend","LOW","CONCEPT","roadmap"
"Uncaught Exceptions","backend","LOW","CONCEPT","roadmap"
"Undefined Behavior","backend","LOW","CONCEPT","roadmap"
"Unit & Feature tests","backend","LOW","TESTING","roadmap"
"Unit & Integration Testing","backend","LOW","TESTING","roadmap"
"Unit Testing","backend","AVG","CONCEPT","roadmap"
"Unit Testing Frameworks","backend","LOW","TESTING","roadmap"
"unittest & TestCase","backend","LOW","PLATFORM","roadmap"
"Unsafe Package","backend","LOW","CONCEPT","roadmap"
"Unsigned Integers","backend","LOW","CONCEPT","roadmap"
"Update by Query","backend","LOW","CONCEPT","roadmap"
"Update Document","backend","LOW","CONCEPT","roadmap"
"update() and relevant","backend","LOW","CONCEPT","roadmap"
"Updating Packages","backend","LOW","CONCEPT","roadmap"
"Upgrading Redis","backend","LOW","CONCEPT","roadmap"
"uPickle","backend","LOW","DATABASE","roadmap"
"URI Design","backend","LOW","CONCEPT","roadmap"
"URL patterns","backend","LOW","CONCEPT","roadmap"
"URL, Query & Path Parameters","backend","LOW","CONCEPT","roadmap"
"urls.py","backend","LOW","CONCEPT","roadmap"
"USE","backend","LOW","CONCEPT","roadmap"
"User-Defined Types","backend","LOW","CONCEPT","roadmap"
"Users & Permissions","backend","LOW","CONCEPT","roadmap"
"Using 3rd Party Packages","backend","LOW","LIBRARY","roadmap"
"Using `pg_ctl`","backend","LOW","CONCEPT","roadmap"
"Using `pg_upgrade`","backend","LOW","CONCEPT","roadmap"
"Using `systemd`","backend","LOW","CONCEPT","roadmap"
"Using APM","backend","LOW","CONCEPT","roadmap"
"Using Debugger","backend","LOW","CONCEPT","roadmap"
"Using Docker","backend","LOW","CONCEPT","roadmap"
"Using Indexes","backend","LOW","CONCEPT","roadmap"
"Using Logical Replication","backend","LOW","CONCEPT","roadmap"
"Using Package Managers","backend","LOW","CONCEPT","roadmap"
"uTest","backend","LOW","TESTING","roadmap"
"Vacuum Processing","backend","LOW","CONCEPT","roadmap"
"validate()","backend","LOW","CONCEPT","roadmap"
"Validation","backend","LOW","CONCEPT","roadmap"
"Validations","backend","LOW","CONCEPT","roadmap"
"Value Count","backend","LOW","CONCEPT","roadmap"
"Value Receivers","backend","LOW","CONCEPT","roadmap"
"var vs :=","backend","LOW","CONCEPT","roadmap"
"Variable Scope","backend","LOW","CONCEPT","roadmap"
"Variables & Constants","backend","LOW","CONCEPT","roadmap"
"Variables and Scopes","backend","LOW","CONCEPT","roadmap"
"Variables, DataTypes and Constants","backend","LOW","CONCEPT","roadmap"
"Variadic Functions","backend","LOW","CONCEPT","roadmap"
"vcpkg","backend","LOW","TOOL","roadmap"
"Vector","backend","LOW","CONCEPT","roadmap"
"Vector Search","backend","LOW","CONCEPT","roadmap"
"Vectors","backend","LOW","CONCEPT","roadmap"
"Version Control","backend","AVG","CONCEPT","roadmap"
